,time,VNINDEX,MA50,z_score,sign,cross,asset_allocation,return,return_shifted
401,2024-02-05,1186.06,1138.5172,0.5485771371222954,1,False,38394181455.13349,-0.0679126706087474,-0.002562988110376363
402,2024-02-06,1188.48,1140.5256,0.5550789808465508,1,False,38295777624.55635,-0.002562988110376363,-0.049868212572931725
403,2024-02-07,1198.53,1142.5876,0.6812615067681601,1,False,36386035645.329254,-0.049868212572931725,-0.012983411982848803
404,2024-02-15,1202.5,1144.5816,0.7124754115279397,1,False,35913620754.12332,-0.012983411982848803,-0.03254332697369555
405,2024-02-16,1209.7,1146.893,0.7896982327873778,1,False,34744872051.11259,-0.03254332697369555,-0.08817061355704636
406,2024-02-19,1224.97,1149.3491999999999,0.9921115591086556,1,False,31681395364.40492,-0.08817061355704636,-0.021873618089312874
407,2024-02-20,1230.06,1151.5406,1.0378993244612287,1,False,30988408621.667397,-0.021873618089312874,0.017755359628196077
408,2024-02-21,1230.04,1153.822,1.001545235182814,1,False,31538618961.05059,0.017755359628196077,0.03598885979687583
409,2024-02-22,1227.31,1155.8396,0.926549721904714,1,False,32673657897.02693,0.03598885979687583,0.12527018384940725
410,2024-02-23,1212.0,1157.6498,0.6561103027405727,1,False,36766693028.82013,0.12527018384940725,-0.06616579879625173
411,2024-02-26,1224.17,1159.6444000000001,0.8168461157429202,1,False,34333995415.471664,-0.06616579879625173,-0.0769495372917115
412,2024-02-27,1237.46,1161.8836000000001,0.9914101940421874,1,False,31692010354.875378,-0.0769495372917115,-0.10977352176595989
413,2024-02-28,1254.55,1164.422,1.2212746963207213,1,False,28213066766.377438,-0.10977352176595989,0.03890055470533493
414,2024-02-29,1252.73,1167.1926,1.1487592351920592,1,False,29310570713.52817,0.03890055470533493,-0.021101279616832835
415,2024-03-01,1258.28,1170.1556,1.1896248078709788,1,False,28692080165.17306,-0.021101279616832835,0.00043495577949470565
