date,vn_retail_buy_vol,vn_retail_buy_value,vn_retail_sell_vol,vn_retail_sell_value,fr_retail_buy_vol,fr_retail_buy_value,fr_retail_sell_vol,fr_retail_sell_value,vn_institute_buy_vol,vn_institute_buy_value,vn_institute_sell_vol,vn_institute_sell_value,fr_institute_buy_vol,fr_institute_buy_value,fr_institute_sell_vol,fr_institute_sell_value
05/24/2024,1166912759,31461346939,1076984666,28663550908,4097110,128993573.8,4952528,135992880.1,83645566,2276932558,124525164,3543095802,47920017,1619075617,96113094,3143709097
05/23/2024,771501297,19531539031,771227794,19398826399,2316054,57566288.35,3169280,77875278.46,47487617,1513739147,50742614,1716927144,101460450,2165409585,97625730,2074625229
05/22/2024,945246864,23958707680,918445737,23160961309,1947168,60757848.2,1716152,57080032,95613116,2665018720,99538238,2603390618,42106855,1331332935,65213876,2194385225
05/21/2024,814257234,20827928635,778132587,19625196293,1100263,28784646,2625796,63637445.95,63847851,1797093949,82728970,2270361193,42966706,1297157095,58684701,1991769394
05/20/2024,918790744,23067395726,902096913,22259904035,2290853,68733129.1,2591068,70125018.18,127253471,2781472817,127854553,2767379538,56488483,1711659380,72281017,2531852461
05/17/2024,800287826,20152921058,769722391,19037332600,1444863,44373245.6,1700647,42977726.93,48052820,1457363918,61261081,1777999880,44538798,1388520912,61640188,2184868927
05/16/2024,699827055,18347638101,706980076,18652004767,1454529,44316707.9,1164461,35396478.08,69329142,2377103421,62941239,2074861282,59782625,1880380340,59307575,1887176043
05/15/2024,704070227,18256231530,707471858,18367621705,1255458,39981856.3,2480115,79306619.75,54323114,1603769810,63046660,1787026546,66303526,2205040973,52953692,1871069299
05/14/2024,504949805,13239636815,482551999,12360295566,1345689,34969838.35,1284761,47335522.35,50676346,1162161483,46056512,1243321228,30972155,1139159343,58050723,1924975162
05/13/2024,607691967,14549780293,581932658,13700690112,1302082,38473295,1248843,38111039.7,45060294,1192971706,42832394,1189196346,45305327,1403596058,73345775,2256823853
5/10/2024,561090124,14012168422,535504692,13222985095,2168655,53045360.15,1691795,41873609.3,30443511,987405330.9,42899809,1276614946,38769297,1205760281,52375291,1716905744
5/09/2024,637931867,17239344639,600719486,15684293659,1119624,30497523.65,2391930,49155860.01,42786505,1276571507,38143513,1129555893,42697115,1425987448,83280182,3109395705
5/08/2024,815960025,19852869960,762410629,17979301976,1722570,48565402.46,13499223,212707532.2,45740820,1372754901,63017713,1954217960,69613266,1996040271,94109116,3124003065
5/07/2024,547339052,14292948943,554637983,14506533404,1410052,39133551.3,2191089,61195282.39,75173118,2429844956,65082575,2328969993,42404885,1627487985,44415460,1492716756
5/06/2024,685760931,17186748794,718556688,17732107769,964983,29017437.75,8678335,130696717.7,72828323,1993449183,52874751,1690415207,61976856,1629619559,41421319,1285615280
5/03/2024,471405841,12361255178,487161903,13086945454,1096757,28653362.85,709884,20471412.5,84515847,2766150671,74016155,2594410508,43817603,1835123617,38948106,1289355455
5/02/2024,446276527,11318788325,411532350,10388924503,911499,22148092,729869,16281723.13,43316907,1356081491,41180741,1418722417,33576014,1661060696,70637987,2534149960
04/26/2024,468663276,12070903302,463340702,12048005498,1367993,33536261.81,527141,22201284.58,38381577,1147435738,37476281,1280461813,51365749,2192151893,58434471,2093358599
04/25/2024,404241927,10690432151,370094817,9650959888,812798,26642989.6,25703119,340870046.2,42258072,1243907018,56193261,1821684839,71569158,2184803449,66890758,2332270834
04/24/2024,580378761,14792076324,627029905,15573650995,1561404,36334798.95,4881321,74967415.38,86464372,2514058790,39894149,1489795128,88193932,2461100275,84793094,2665156649
04/23/2024,607077392,14040955426,570500519,12919321896,1574612,42352257.1,393617,15319102.5,63448398,1673535777,84027111,2500757113,50136257,1701775557,67315412,2023220905
04/22/2024,519858544,11949821385,545486497,12441872876,2583182,61700410.15,3097416,41592554.52,74083448,2008419200,40964730,1276806664,65742460,1928218121,72718991,2187887022
04/19/2024,822041465,18519788966,875753786,20137388619,5192365,118968131.3,3169645,67661972.29,71731838,2136003847,39238200,1198709922,98124450,2894861717,78928487,2265862148
04/17/2024,689069325,15459874940,647959679,14737765121,3301818,82449702.65,716234,17245182.4,62657570,1948580376,61756118,1677838373,46228601,1590570605,90825283,2648626947
04/16/2024,1050498548,23985695728,1093949787,25205519551,4419587,110520875.9,3970613,100260099.7,126969038,3396950936,88211939,2240447077,102089102,2796481042,97843936,2743421854
04/15/2024,1216639626,29055381592,1209417728,28779651506,2062130,54386472.9,1098454,35153941.73,89442098,2587864824,61292455,1593654723,65902928,1820784677,102238145,3109957395
4/12/2024,599676928,15473643849,587914363,14865356265,4477700,105386670.9,1357182,36763017.1,50242486,1441005994,45934290,1320762100,243664399,7021845558,262855678,7819000690
4/11/2024,533518394,13320090426,548381616,13853680382,796219,20025070.78,3079283,79906079.55,45116165,1492171525,37262960,1009555811,56652054,1677895975,47358973,1567040723
4/10/2024,552722024,13903968157,501766515,12429651239,1933177,41379467.5,2862885,72287136.09,52059155,1251216170,81305986,2118063799,49058887,1618439163,69837857,2195000783
4/09/2024,564146902,13967573288,570932860,13995432941,2714127,67904940.9,636744,22522688.06,48574190,1337281752,49184346,1582839332,50629129,1739161006,45310398,1511126026
4/08/2024,729357705,17813679033,707166525,17062001171,2271351,46827754.6,1713510,42669652.25,44824270,1141395425,60455587,1740969424,42323298,1365374928,49441002,1521636894
4/05/2024,884337846,21411876917,900480075,21786219472,1595486,45667597.85,3954301,109059718.5,58789474,1772521400,51453482,1422786551,69707512,1923609595,58542460,1835609770
4/04/2024,780218724,19509867454,813708056,20691946062,3773781,92465535.35,994371,43832857.75,72770460,2103138267,49231217,1405271131,61956575,2109312933,54785896,1673734139
4/03/2024,933254576,24461615681,860491373,21866559859,1866137,48536438.45,2544292,53061336.35,38468321,1133263421,81866587,2498283677,55390112,1751088713,84076894,2976599381
4/02/2024,876878873,23070086889,855096788,21957296148,1807871,59009394.7,3511779,97924490.01,55499633,1712963606,62255408,2090055622,78546013,2626138458,91868415,3322922087
4/01/2024,805434104,19749646268,770669631,19109860459,1606150,41681418.1,1386004,45271074.97,46261142,1460153497,62694928,1377261391,58694705,1992268718,77245538,2711356977
03/29/2024,779659254,20326449165,736204006,19012528771,4622092,152275283.8,3950016,79832369.24,48820300,1407512609,66841462,1928715687,34091160,1271566262,60197322,2136726493
03/28/2024,803576028,21271246300,746304228,19779807063,2150399,51963230.85,1910179,58566721.47,53490716,1656790305,67862368,1819540051,88197183,2836137266,131337551,4158223266
03/27/2024,750779456,19041972751,709949020,17454303981,2004145,62875393.1,3806477,141967263.5,56425126,1927575633,57315785,1635863918,61525138,2989581872,99662583,4789870486
03/26/2024,793391885,18803438250,763395981,18111710699,4208036,91709252.7,3410804,111141547.4,46608496,1245343573,69375800,1762341757,52175041,1716726767,60200873,1872023839
03/25/2024,1065927377,26268293455,1026620152,24785355707,5045122,172698816.3,1761712,48243134.58,53718859,1367549945,85326513,2310474327,52921154,1396155206,63904135,2060624254
03/22/2024,1054748908,27032425452,1020742705,26164298720,1783908,51525652.1,3017001,68269959.4,50256944,1715865298,72493565,2122810553,201239743,5879250094,211776232,6323687263
03/21/2024,1026109932,24444042342,1065909984,25481355056,2023414,55139570.43,5589398,149929027.4,98676503,3088536444,63064702,1692494586,71349259,1983829823,63595024,2247769510
03/20/2024,737642689,19353225941,724966052,18746341472,1716606,55530594.3,1084809,28209031.89,62867536,1963286282,61148215,2005780110,48974939,1569590929,64002694,2161303132
03/19/2024,747076798,17785922649,684680180,15978389953,4055168,97102974.52,978320,25521943.16,57724868,1618411842,85008693,2559372878,59121159,2118042003,97310800,3056194694
03/18/2024,1405182373,36210328965,1429123453,37025590065,3670512,105048586.1,3469257,97824408.1,115955223,3623149558,67542817,1878383078,94496154,3141931136,119168735,4078660693
03/15/2024,888652512,23250952125,853208111,22314878309,1508282,38528978.59,5130728,169792285.7,48448794,1595105065,41321832,1225857806,76479287,2585845323,115428204,3759903090
03/14/2024,895575714,24224967654,873850735,23287995625,2121229,62618768.6,3084078,97864340.48,44026213,1374683444,42406235,1401215765,57271701,2261500056,79653809,3136694192
03/13/2024,797097541,22260713307,813817207,22487454889,4585541,117260415.9,1679520,62598068.6,68523416,1956307985,40101328,1265977608,48204869,1909954662,62813312,2428205804
3/12/2024,676597409,17282266969,655089440,16716767911,1753133,58540588.05,2880213,90112507.34,39159999,1185330151,49229258,1578710389,64185038,2194778599,74496668,2335325501
3/11/2024,797231727,20415928010,793280767,20640422902,2094244,67179578.6,1544338,92068533.62,46591435,1288939726,52979652,1309014923,59053073,2036772727,57165722,1767313683
3/08/2024,1129143946,28625516809,1093527604,27689568143,2459208,73404616.65,3694017,101028195.3,64703914,2010881568,75278784,2282059349,50394449,1717192202,74201112,2354339507
3/07/2024,823116776,21237933972,835851827,21364938429,2105799,104502562.1,1860251,50542946.35,44122840,1461410805,36564139,1184163920,71462394,2213913316,66531592,2418115360
3/06/2024,874055999,21160154528,855570597,20753217298,2854869,72967747.53,2241645,62749780.91,46133350,1588207336,60570222,1832290038,59916831,2011713337,64578585,2184785831
3/05/2024,824337130,20667928317,815667399,20454291634,1656538,45884041,1943612,105141840,39991273,1308847231,44555303,1422182689,59044211,2266936838,62862838,2307980264
3/04/2024,992972132,24678945129,995174898,24567466639,2111355,61260401.89,3946784,141036226.1,42270093,1311039652,49320424,1524887404,79015417,2502483796,67926891,2320338710
3/01/2024,768545785,19724587066,786256073,20105894608,2457742,105238157.3,7433808,129595869.7,45138936,1445451454,39656855,1264004854,77292906,2400995209,60088633,2176776553
02/29/2024,905615222,22725680189,887151990,22198625021,2468396,66521794.03,1503895,43161074.92,35416689,1120166776,42963314,1260476020,69235959,2162985530,81117067,2573092174
02/28/2024,766406953,19405450161,757234217,18993713394,1668961,53688038.55,29590449,508698171.6,34816411,1009148891,52963992,1641429498,82689017,2154102787,45792684,1478548814
02/27/2024,773569740,19041809769,745247455,18259325551,3820494,91563670.45,1911192,47098395.25,47645359,1258802501,70594502,2083898951,75529875,2598041155,82812319,2599894198
02/26/2024,716871061,17800946747,717291773,17908891464,1515323,78826788.19,1869011,45655150.11,46232086,1315550913,41249155,1240681948,51747704,1710208401,55956235,1710304287
02/23/2024,1163377306,28022154316,1130062503,27392110786,2396353,69339510.74,4052527,96280891.1,68940032,2027060451,66973291,1883973036,57346500,1780737487,90971870,2526927050
02/22/2024,698297545,15518247902,670781539,14604217288,1221324,30616325.16,778972,21418011.03,44245370,1281233859,44498107,1256125750,41746627,1078006877,69452248,2026343915
02/21/2024,761731972,19103919946,723739552,18080169069,1877747,46084682.25,2681099,118743590.2,64238046,1421810213,116602242,2438277134,83399972,1964879320,68224844,1899504367
02/20/2024,717356070,16897868944,701746357,16698868889,2473540,52970554.11,2127944,54079408.19,66641800,1529366234,85517763,1851188212,82444343,2590475670,79523689,2466544893
02/19/2024,867619762,21674113889,865735373,21565842260,1899279,91239160.25,2203128,77215441.86,43591784,1156835077,48645067,1402848188,56193057,1778616881,52720314,1654899117
02/16/2024,685821024,15957817044,684591707,15697703843,1061761,29709917.15,1089187,33595164.4,41183250,1071696758,34475392,931258529.4,43299070,1151366899,51208819,1548033081
02/15/2024,714346088,16839581030,698730530,15922315279,1879806,62671161.82,1892780,84939999.08,30865734,833380447.6,49763913,1423004338,61933747,1604278567,58638152,1909651590
2/07/2024,571490497,13493763298,573950060,13595575140,853301,22743013.94,1034541,25291853.74,26284041,817706106.1,24627148,705491442.6,36769604,1132696408,35785694,1140550390
2/06/2024,489375955,11539282239,477088752,11152048158,2001065,81018438.05,1091333,29329222.6,49083790,1585890848,46888142,1563290396,39347917,1388910204,54740500,1850433953
2/05/2024,735024081,16306297584,723219710,16227909190,1835598,50838224.75,1307387,32192872.62,45497679,1288045176,52769811,1423107748,44618614,1517926546,49679064,1479897718
2/02/2024,739198665,16574368376,716271796,16413885672,1356012,33519612.25,1695202,73238897.91,66783407,1922030003,78234721,1871867535,47051636,1449776978,58188001,1620702865
2/01/2024,543854833,12618712947,528955132,12313407925,1364545,35008108.05,1615465,46131213.55,39033166,1080267421,48094370,1468535723,38901592,1510099996,44489169,1416013611
01/31/2024,938639549,20218225680,937635047,20189036888,2313529,78956787.7,2183165,54672469,43791074,1205974874,59412291,1358542215,69026168,1768025840,54539817,1668931610
01/30/2024,491380280,11228831994,490242539,11100791636,514286,14424349.35,1254653,35143366.33,27688648,818274957.4,38710628,1075759230,58852959,1652953471,48228353,1502790540
01/29/2024,525550088,11842997288,526824117,11770157726,908028,20734953.15,1010117,55272878.67,50798771,1166557021,47814604,1100214232,35794050,1226853996,37402099,1331498421
01/26/2024,436899834,10281121727,470847946,10957373472,469292,14385007.85,908822,22190274.63,43759500,1189885899,25753655,754617182.3,45938314,1380347154,29556517,1131558859
01/25/2024,429164675,9591857654,431675584,9460449106,1597116,70673782.2,1143972,27105801.42,32316460,732578628,28896265,727915014.2,28787240,934059590.2,30149670,1113699733
01/24/2024,565918185,12486637703,587645149,12835284095,2502791,63898972.24,894236,22994764.35,56478041,1454963021,43476967,1195835075,49345450,1463518526,42228115,1414904288
01/23/2024,507190471,11497575148,498376703,11017469786,1122590,27478567.85,1370717,61387142.1,62449650,1654567049,83970423,2373220105,58496701,1899455162,45541569,1626998894
01/22/2024,668037020,14863236111,699121668,15512562313,2092345,39178592.58,1360842,33719325,82383788,2081749665,72652244,1892184673,61452441,1701065871,40830840,1246763928
01/19/2024,527333915,12211746900,552080812,12888892277,973429,55398274.47,571358,15580446.09,44123336,1175111759,23352349,677416681.1,37882173,1321327980,34308334,1181695509
01/18/2024,468485863,10674341279,490620026,11407080080,977188,23402898,1238186,21571602.95,50789814,1349582829,28422834,677586804.1,30356641,1122152827,30328460,1063241345
01/17/2024,620180316,13931593461,619104856,13897290141,656969,15879621.7,1664371,67786315.41,50450274,1346033805,56298885,1521139466,42066976,1397375185,36286423,1204666152
01/16/2024,498479618,11302181866,505697246,11472036296,1980248,50658979.59,993466,22608777.95,30410036,754051177.6,31826934,734442735.6,30548843,988724911.4,22901099,866529125.4
01/15/2024,502302187,10656411214,513805136,11043934933,1007100,51543104.7,635621,14737731.18,40951680,1024989912,31868733,692403482.4,26646866,895748163.2,24598343,877616246.7
1/12/2024,921840576,20028747931,897873598,19285333848,1803947,39742645.69,2487033,63310071.84,59832400,1555720881,87555730,2316729676,36312382,1078389512,31872944,1037227374
1/11/2024,683210730,14402752917,689660165,14650439453,1783636,39919374.24,2740006,67205804.09,57391427,1352521040,66762605,1259890823,57678787,1483920217,40901804,1301577469
1/10/2024,835194132,18310692067,816404193,17655208013,1895869,38165368.45,1474581,36555225,51956448,1289020085,65094279,1727577398,33213757,1075663705,39287153,1294200590
1/09/2024,706935108,15730300935,703152030,15547339117,2339063,55385020.2,1402886,33159944.96,56447200,1345081371,58794868,1411872743,46084823,1278347212,48456410,1416742732
1/08/2024,740351270,16594146521,736968138,16416965759,2505659,41929737.22,1648993,41252416.81,66236770,1516470713,64337975,1445085727,35349987,1012713432,41488580,1261956501
1/05/2024,648833105,13742111785,647650622,13691203283,1227674,25121336.75,2377982,56247238.72,54611321,1488512477,45430501,1117626303,37608088,1005392562,46821083,1396061336
1/04/2024,967982272,21374322481,1004306553,22340252327,3004404,56938893.03,3081084,52677061.66,102119457,2705520383,65700968,1719331113,37668280,1119730799,37685808,1144252055
1/03/2024,606170786,12757500775,590461588,12327286804,1600871,33263134.1,1706140,34812551.82,45049736,1107503967,47986569,1334134497,24117029,785787779.6,36784125,987821802.2
1/02/2024,712282057,15076217995,685263760,14675177967,3509166,54738761.05,1799713,52467088.74,53849207,1221963068,61407077,1269863685,18772429,731222122.6,39942309,1086633205
12/29/2023,550313248,12507590107,569128017,12943219087,1343735,28341771.75,1002928,28075390.85,72849039,1961981815,66765531,1868534810,39602504,1250816016,27212050,908900422
12/28/2023,561453188,12487273228,592068195,13213281281,1624329,34105977.6,2513555,43330109.95,66410220,1770913721,51820645,1488555934,37361164,1185832418,20446506,732958019.7
12/27/2023,556739868,12627780059,666086061,17254807596,2254952,57043988,2361613,48075413.24,147010247,5733568121,41265668,1221055227,26204225,893644903.5,22495950,788098834.4
12/26/2023,523733790,12524464184,500953965,11916899778,1898183,36192163.69,2142919,42491101.94,39549314,1103252102,50123288,1397364099,30594754,1045824634,42555869,1352978105
12/25/2023,504215558,11726747028,554383700,13127327794,1050520,23539457.2,2584998,57425772.94,94110100,2700999240,39932285,1176857289,21689743,678132847.3,24164938,767807717.6
12/22/2023,455484346,10307374869,425894818,9421822920,785074,19196530.45,2362133,45876358,34880800,923766868,43739620,1302542276,27936673,984309963.8,47090322,1464406678
12/21/2023,409824705,9074559705,402011225,8752298501,967816,30301015.71,1310048,25558257.45,43169690,1294564597,32388419,1081658425,26757769,876499694.8,45010288,1416409828
12/20/2023,431755082,9228361632,410196332,8664799705,1959698,45647788.95,905889,16965906.57,34791905,919523133.9,37706736,1069508330,93023950,3067294864,112721678,3509553477
12/19/2023,509298245,10388167213,486808157,9677348474,789230,18292392.05,1369975,33274366.5,57299163,1277936471,59632179,1523373358,34619496,1099539594,54195823,1549939471
12/18/2023,515212558,10722072684,485770657,9979364939,986417,25365319.32,3200413,66531796.35,42283022,1069469850,41589855,1040828297,96354658,2879832520,124275730,3610015342
12/15/2023,562885826,12024441451,535019424,10968460411,842533,26718216.59,505339,12408135.8,51749150,1362510267,36511313,952303494.9,91829180,2447348720,135270613,3927846613
12/14/2023,553371586,11815777795,543174415,11607173967,2507695,54489705.25,330446,7872945.71,33398725,900476513.1,29773115,752560029.2,47669966,1887868469,63669996,2291005540
12/13/2023,717598215,15957126547,671817148,14633286876,840748,22694981.15,1068842,25121468.23,34212299,931140177.9,47763144,1343398976,41690605,1504006093,73692733,2413160478
12/12/2023,522737835,11782099222,511126050,11354329573,979056,24782604.25,1715025,42148560.67,49220268,1114892061,52462434,1235598302,31919918,1029887525,39553568,1319584976
12/11/2023,582613957,12708501233,563756445,12186141566,786716,17773485,2409599,30330366.35,29223180,788590076,32994331,881669759.9,39753076,1115769545,53216554,1532492647
12/08/2023,678019965,15254919276,675569698,14966689965,3352248,74589612.08,2615899,46143830.85,56220070,1289182725,45476149,1125686150,33864004,1095752151,47794541,1575923818
12/07/2023,1138141939,23966539462,1115459678,23247726335,1593451,35284876.4,2559736,50480677.37,71627063,1925736045,64474774,1828419338,46602022,1473681046,75470287,2274615080
12/06/2023,726822525,15512003517,725927685,15402956672,1006688,33917917.65,2948800,72612182.99,47254465,1229826773,31211972,790232684.6,40815500,1233728405,55810721,1743675074
12/05/2023,711087984,15381679571,646189989,13430702241,1019037,27166933.7,1753299,34971835.96,47750425,1121117739,57605940,1514341270,19198394,539278301.3,73506612,2089227198
12/04/2023,972357370,21592829588,968197278,21485720651,1983528,59915012.9,2374334,45778910,63724332,1734704691,47097804,1262040439,29318906,817481223,49714720,1411390514
12/01/2023,499743256,10758173681,483003094,10304194539,624883,12756349.8,1425749,26550569.1,34130439,814413521.7,40258171,960254875.8,18466925,619344659.7,28278489,913688228.3
11/30/2023,599984696,12751159979,578818728,12103392222,1019384,22190112.3,2114683,44941186.45,31739200,716645970.6,40888313,978883567,37587339,1157294393,48508895,1520073479
11/29/2023,489690658,10481695563,493584197,10722033352,1354855,28864950.3,1012277,18931398.85,46420684,1151871398,35391645,809783159.8,29421343,941408176.7,36899421,1053092178
11/28/2023,562183745,12218301632,553863737,12047225470,1655088,49718416.8,430484,9212427.09,44692411,932126162.6,55107978,1150635697,28203329,841367355.2,27332374,834439972.1
11/27/2023,469935800,9983315331,469882463,10016124064,1174440,23614676.95,1846777,42455358.2,59454600,1176875611,59736407,1185099901,19869015,609542432,18968208,549668727.8
11/24/2023,796855344,16841495681,813006613,17361768613,1373602,33369182.6,1719096,37559791.33,40096915,1086627399,38098688,973587214.8,40236574,1247717122,25738038,836293764.9
11/23/2023,900418612,18660550812,878440085,18050088719,969304,22773418.95,2693550,59055784.87,42112050,1030441004,46865512,1191569885,32008596,898810542.2,47509415,1311861388
11/22/2023,788342488,17823039318,761161951,17170957225,1779681,40510320.9,2187815,59582614.46,73652534,1564124331,69722326,1471929793,25481578,795418438,56184189,1520622777
11/21/2023,574425812,12741452781,552432000,12210293713,1385772,31197639.26,1558854,26586669.31,63566097,1288298652,60490127,1236488365,23740212,797836563.3,48636912,1385416889
11/20/2023,669048407,14191345335,683310740,14419777880,1436417,34324007.8,2338826,51953983.33,59325400,1408383690,64560816,1646396914,49243555,1310533803,28843397,826458057.3
11/17/2023,1040013301,21472809689,1021489988,21155189372,1192517,29306462.3,2802629,58992354.34,74106100,1959360884,64395703,1527701267,30362905,819029036.2,56986503,1538623078
11/16/2023,538593018,12033691668,544395012,12010567294,745577,16961345.5,697088,15625433.25,63257234,1685996205,58448976,1583413704,34833501,1009674141,33888254,1136716927
11/15/2023,732530166,15972866048,768201255,16955896753,1866485,38464721.8,1849960,37788848,71908800,1959111886,42718447,1217788359,50035113,1646937080,43570902,1405905777
11/14/2023,678347749,14698708964,659186460,14052151871,816264,22330705.27,1103604,25789218.78,47916677,1278572278,58062565,1587122949,32452867,994346187.3,41180928,1328894095
11/13/2023,630312787,13500740258,619739514,13258406703,1451148,31369387,1758831,40148431.9,51945852,1397695074,49711549,1266197569,38210629,1075528170,50710522,1440580185
11/10/2023,841183190,17720179359,812037142,16977646604,1616699,38023736.5,2000626,48950405.75,62236940,1465003355,81650687,1973349390,59379200,1513223900,68727574,1736483951
11/09/2023,860748232,18664751150,857964480,18316161415,2937840,62205297.44,2115040,57209789.5,69840180,1745293564,50638764,1287318406,50156477,1479195052,72964445,2290755453
11/08/2023,730640898,15155165858,770875956,15912749740,1530436,34707242.15,1091355,22665169.66,77003668,1974221018,36251711,948620711.4,57397400,1387281113,58353380,1667339610
11/07/2023,457624049,9686728416,461236702,9753001402,600705,13960655,1542636,36207772.3,85260855,1914068226,70419568,1583810855,35262988,957426500.4,45549691,1199163769
11/06/2023,526633169,11275315068,534483126,11752792206,1646865,39071442.95,959671,21126365.19,53183240,1304642903,56345034,1179477458,48827339,1430001307,38502782,1095634692
11/03/2023,552339766,11412135872,558809370,11455834075,2012385,42848390.9,434654,11089386.93,89787364,2199515178,89752141,2421652060,58483468,1733978590,53626818,1499902508
11/02/2023,613628277,12218958102,614614627,11985606000,2543365,55805763.15,632945,15020231.9,42945700,1060862435,38802236,1147164783,44336152,1275363488,49403686,1463198773
11/01/2023,508727080,10172010709,518141294,10068345046,1755211,37776478.85,1909645,36024882.65,42834500,1094887091,42378322,1091178825,63039018,1740392594,53926548,1849518119
10/31/2023,578977409,11681568513,602080391,12237684031,1302396,26984747.07,664760,17946010.35,48721486,1260315385,43440901,995864700.1,68600916,1891491039,51416155,1608864943
10/30/2023,425490887,8581300313,421617967,8339066537,1898991,42106580.65,455469,11469238.05,25609000,579803052.2,26827443,715983107.8,29889100,890694616.3,33987099,1027385679
10/27/2023,558828746,11635158880,544017903,11116978683,1889390,50538584.21,1010426,22697984.65,36178727,903459695.4,37023086,1073876703,35238351,1087212652,50083799,1462816440
10/26/2023,976181437,20034214871,958176254,19840896123,3007818,69644288.8,2950144,62818459.78,61067697,1560470404,64481221,1658737126,47285210,1550562882,61934543,1652440737
10/25/2023,452822877,9757484709,412266115,8609394324,1054285,24359713.28,549578,13553387.45,23352235,543632492.3,42005048,1135929639,18757520,666218796,41166176,1232818360
10/24/2023,400993318,8470782061,398836268,8405593657,1646776,36990433.7,679208,20657417.16,37868878,1009208009,22844820,616323633.2,27937155,922758436.4,46085831,1397164232
10/23/2023,444125042,9547833777,409712909,9039470364,602088,19164253.3,5058853,47943490.15,28376190,717450101.5,44483559,1283123730,44506065,1802792643,58354064,1716703192
10/20/2023,506318189,10753630592,536919066,11982417109,758646,19129556.26,1733287,34745624.3,51194572,1299430672,32955713,834424944,58828925,2077495175,45492266,1298098318
10/19/2023,507669127,10745959530,524060700,11165140917,1193708,30453460.75,1496760,33933609.35,41648600,1170529656,35299221,1023572749,48289110,1743820072,37943864,1468115444
10/18/2023,823330455,17916177146,875929687,19576068430,1727091,41568797.77,1099334,24805549.01,103504734,2268425967,68572292,1165754947,48715236,1593908380,31676203,1053451364
10/17/2023,506682940,11763998095,512550936,11894681365,1434478,31594382.2,1277315,35253403.99,32337430,834071883.5,27386452,722968187.4,30165348,976586505.1,29405493,953347909.6
10/16/2023,577126051,13739290616,542411832,12685553136,624086,15697586.95,1687818,33572681.69,41550000,857073132,46830820,1082623217,13260485,591939803.3,41630152,1402252103
10/13/2023,521212730,12054101900,506227661,11584979895,1073443,25284260.52,2346661,52250387.7,32416206,1060722590,37852442,1254290691,23183076,786955561.6,31458691,1035543338
10/12/2023,547058403,12769899462,529598670,12120655291,1460840,38889003.92,2255869,83975023.12,30849600,861722909,28666617,854796807.4,21857097,731690890.3,40704784,1342775143
10/11/2023,445492792,10341436295,454825701,10560819696,1380286,35033534.6,787803,15544224.78,37746030,907070987.2,30603151,710219304.7,27923899,892475130.5,26326352,889432721.9
10/10/2023,579840721,13600102385,567003708,13145900109,986516,22273039.95,2372202,57233613.46,32959650,861989999,36367096,1029973659,23821340,838377619.8,31865221,1089635663
10/09/2023,515599566,12165071790,489276933,11336181398,848299,20027239.1,2027038,58026970.55,34550999,935362605.8,34864792,1054114682,18841188,625906725.4,43671289,1298045309
10/06/2023,504480179,10909750905,526020361,11326799445,778593,17664638.5,1319295,26123298.5,36824875,950533669,25897084,669639251.2,33181812,883861458.1,22028719,739248676.6
10/05/2023,528877119,11964627749,491609689,10944559986,1349270,31038843.35,636341,17100085.25,23906502,663927596.2,35262799,951119096.3,10787524,349725434,37411586,1096540455
10/04/2023,574705835,12834074892,574277323,12760312847,892121,23215237.97,1775571,45387623.18,27121913,720695921.8,36819200,984581361.9,42757560,1349345625,32605335,1137049845
10/03/2023,840265251,18380565891,849846106,18760239280,1810839,40993987.95,1814848,48133620.05,52202425,1445969479,34254084,906137682,37201707,1159789958,45565184,1312808734
10/02/2023,433004371,9986579418,421146303,9736837051,1299165,27561988.05,769582,18600432.02,27642500,717624455,45995177,1145313385,23592850,750410680.5,17627824,581425672.6
09/29/2023,473717299,12079175617,441920243,11010523531,935116,26403175.28,1055164,29608171.3,27349397,801532821.6,38712099,1335352908,27578886,1006985630,47893192,1538612633
09/28/2023,571081901,13688234918,520230826,12073259624,1127635,26580164.85,838470,21078928.7,36947010,1063148591,67059776,2176974307,36164734,1087456503,57192208,1594107317
09/27/2023,687861783,14727150801,711084049,15344995112,2113368,44096721.87,1772642,43282195.01,64233883,1915842750,53714041,1612897239,48828649,1464831792,36466951,1150747519
09/26/2023,836328590,17437212277,870378607,18399434133,3431699,64565142.15,5853990,136654329.8,72081636,1955442773,59378291,1644645517,73867291,2113481621,50098328,1389967833
09/25/2023,917209923,19789618707,956796004,21300803581,3054656,69065661.7,2392341,66239799.09,59035877,1695623455,36753985,886354239,49810355,1893664253,33168481,1194574457
09/22/2023,1218533138,29216770299,1194941081,28719876602,2298012,62475862.96,2229324,64459440.85,46557280,1316651350,59687982,1620014868,45106967,1647387559,55637010,1838934161
09/21/2023,836318097,20638949656,816312444,20099228342,1626113,54739923.92,1574066,38084181.24,32266047,1065824691,39151748,1243459405,33108506,1170166318,46280505,1548908661
09/20/2023,744184696,17440250882,733303860,17095633527,2290860,62281901.7,1509304,50796001.75,54528586,1521062853,57079088,1641070854,36184870,1305393368,45296760,1541488621
09/19/2023,837127089,19756477650,852227347,20013644668,5193354,98090229.42,2042743,61028274.99,70474640,1821250571,45330747,1191977403,42405490,1583618939,55599736,1992787044
09/18/2023,726915444,17751132543,704970257,17091484437,1713658,42202784.25,5450603,141601971.5,38562064,931517824.5,44537820,1095604205,32283797,998222719.9,44516283,1394385258
