time,index,Sản xuất Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Hóa chất,Lâm nghiệp và Giấy,Kim loại,Khai khoáng,Xây dựng và Vật liệu,Hàng công nghiệp,Điện tử & Thiết bị điện,Công nghiệp nặng,Vận tải,Tư vấn & Hỗ trợ Kinh doanh,Ô tô và phụ tùng,Bia và đồ uống,Sản xuất thực phẩm,Hàng gia dụng,Hàng hóa giải trí,Hàng cá nhân,Thuốc lá,Thiết bị và Dịch vụ Y tế,Dược phẩm,Phân phối thực phẩm & dược phẩm,Bán lẻ,Truyền thông,Du lịch & Giải trí,Viễn thông cố định,Viễn thông di động,Sản xuất & Phân phối Điện,Nước & Khí đốt,Ngân hàng,Bảo hiểm phi nhân thọ,Bảo hiểm nhân thọ,Bất động sản,Dịch vụ tài chính,Phần mềm & Dịch vụ Máy tính,Thiết bị và Phần cứng
2025-08-21,33026.058,67.614,294.637,1372.9640000000004,405.28200000000004,480.98299999999995,958.2189999999999,4751.176999999998,448.98199999999997,680.24,441.512,2797.5079999999994,754.6340000000001,293.277,1318.331,3060.647000000001,214.128,41.6,1091.383,73.25,179.741,1538.651,178.70000000000002,550.999,1012.527,763.014,134.624,126.41999999999999,1424.191,1805.301,731.193,273.06300000000005,60.0,2349.883,1918.738,274.504,158.141
2025-08-22,32655.67,64.995,285.346,1352.7100000000005,411.869,472.797,938.6369999999997,4706.6190000000015,454.219,672.8570000000001,439.029,2741.457,746.197,318.00600000000003,1310.453,3039.0719999999997,214.161,40.95,1092.722,72.972,179.113,1529.019,168.2,543.5889999999999,1012.324,751.7730000000001,134.024,125.029,1414.7779999999993,1800.868,709.091,266.79200000000003,57.1,2300.083,1863.018,269.05,156.75099999999995
2025-08-25,32541.697,63.61800000000001,287.11300000000006,1348.6080000000004,415.385,472.57400000000007,932.2889999999998,4692.9370000000035,443.328,664.712,436.30799999999994,2728.237,749.082,320.942,1332.113,3044.8709999999996,214.20599999999996,39.8,1088.6900000000003,74.422,178.97299999999998,1538.7779999999996,153.9,538.9629999999999,1004.048,755.3880000000001,131.244,125.027,1420.1739999999998,1805.0529999999999,673.691,266.966,58.5,2263.453,1852.0779999999997,268.382,157.84399999999997
2025-08-26,32860.588,65.047,295.027,1364.7350000000004,405.77799999999996,482.0559999999999,928.0379999999999,4739.144000000001,441.579,676.5829999999999,437.25600000000003,2749.345999999999,752.4400000000002,318.837,1316.0459999999998,3062.7379999999994,215.833,40.35,1099.0379999999998,72.872,179.24699999999999,1542.5690000000002,159.3,551.391,1021.5740000000002,760.02,134.54399999999998,125.82,1422.7859999999998,1801.5279999999998,697.359,267.403,60.5,2325.708,1920.1129999999998,269.404,158.579
2025-08-27,32940.743,64.309,292.46599999999995,1371.0909999999997,404.6959999999999,479.31,939.7289999999998,4739.012,444.763,677.7499999999999,436.173,2760.15,751.8850000000001,321.051,1321.0099999999998,3068.6180000000004,215.603,41.1,1096.929,73.743,180.13400000000001,1549.3529999999998,163.3,553.5129999999999,1023.397,765.5490000000002,131.77999999999997,127.01,1420.215,1798.691,697.405,267.88599999999997,59.7,2347.4809999999998,1922.4959999999999,276.741,156.704
2025-08-28,32982.597,64.861,291.529,1371.6860000000001,395.693,479.633,941.9189999999998,4743.587000000001,445.66099999999994,678.247,437.34299999999996,2766.7720000000004,751.1690000000001,316.991,1315.895,3054.796,215.49,40.8,1097.9599999999998,73.743,185.568,1556.9099999999999,178.10000000000002,552.2620000000001,1022.167,761.6890000000001,132.98,126.71600000000001,1417.4220000000003,1799.006,700.8280000000001,269.267,60.5,2340.351,1960.7020000000005,276.2819999999999,158.072
2025-08-29,33005.227,64.609,284.33299999999997,1375.6970000000003,395.673,483.401,934.8169999999999,4760.878000000001,447.276,677.4670000000001,437.69000000000005,2749.2609999999995,758.8220000000001,317.32500000000005,1324.375,3054.843,215.35999999999999,39.3,1095.093,74.022,186.045,1563.9159999999995,164.1,550.7909999999999,1013.0690000000001,759.1650000000001,135.118,125.72200000000001,1405.482,1813.668,706.306,271.48299999999995,58.9,2342.15,1989.2329999999997,273.214,156.62299999999996
2025-09-03,33118.705,65.90899999999999,287.443,1377.564,397.73800000000006,491.05699999999996,948.5869999999998,4786.975,447.49100000000004,678.4530000000001,436.10600000000005,2754.9769999999994,763.752,323.683,1325.9830000000002,3052.755000000001,216.56,39.5,1099.8509999999997,73.629,186.21099999999998,1564.508,157.2,548.7439999999999,1033.018,755.8180000000001,135.618,127.015,1411.6210000000003,1815.416,705.7429999999999,268.71799999999996,58.4,2365.6169999999997,1986.337,274.63599999999997,156.07199999999997
2025-09-04,33258.768,65.88499999999999,288.558,1384.4840000000004,396.269,489.62399999999997,954.6369999999997,4803.017,449.317,681.9170000000001,436.21500000000003,2748.0780000000004,760.0979999999998,325.99,1329.6820000000002,3077.7380000000007,219.86,40.5,1106.8049999999996,73.47200000000001,185.991,1573.6589999999999,178.0,551.7059999999999,1028.393,753.0450000000001,135.318,129.303,1415.4940000000001,1814.446,713.289,269.206,60.5,2374.2809999999995,2009.7839999999999,276.614,157.593
2025-09-05,33213.246,65.573,289.03999999999996,1382.7340000000002,408.271,484.20900000000006,955.9440000000002,4792.398999999998,452.03600000000006,689.7270000000001,437.321,2727.188,759.3359999999999,325.755,1329.4450000000002,3066.620000000001,218.27,41.35,1114.075,73.522,186.311,1586.8339999999998,178.2,549.0569999999999,1031.643,757.2300000000001,135.81799999999998,127.80799999999999,1414.6299999999999,1825.11,697.011,270.129,58.5,2358.0870000000004,1991.0859999999998,276.614,156.363
